,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
132,Information,1889701924722.87842,,Information,-0.13520,0.33704,0.25557,0.46097,0.56649,0.54828,corporate,0.52482,2025
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.11571,0.34362,0.26389,0.47022,0.57079,0.55333,corporate,0.37802,2025
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.10951,0.34344,0.26449,0.47317,0.57067,0.55370,corporate,0.46863,2025
135,Mining,1516828156663.24072,,Mining,-0.09271,0.35020,0.27264,0.48114,0.57510,0.55864,corporate,0.56796,2025
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.09861,0.34832,0.27022,0.47834,0.57387,0.55717,corporate,0.34653,2025
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.15881,0.33049,0.24683,0.44975,0.56221,0.54298,corporate,0.61611,2025
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.09314,0.35013,0.27253,0.48093,0.57505,0.55857,corporate,0.12049,2025
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.09342,0.35004,0.27240,0.48080,0.57499,0.55850,corporate,0.45785,2025
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.30176,0.34777,0.22315,0.59008,0.43892,0.46792,non-corporate,0.36840,2025
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.32991,0.33924,0.21173,0.58122,0.43158,0.46010,non-corporate,0.58389,2025
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.25868,0.36015,0.24004,0.60365,0.44956,0.47949,non-corporate,0.24038,2025
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.33402,0.33766,0.20973,0.57993,0.43022,0.45873,non-corporate,0.46851,2025
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.29920,0.34829,0.22395,0.59089,0.43937,0.46847,non-corporate,0.34924,2025
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.30718,0.34612,0.22094,0.58838,0.43750,0.46641,non-corporate,0.48406,2025
151,Information,167179370661.11032,,Information,-0.35620,0.33055,0.20036,0.57294,0.42410,0.45232,non-corporate,0.57822,2025
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.33131,0.33881,0.21115,0.58078,0.43121,0.45971,non-corporate,0.44389,2025
153,Manufacturing,649562708068.65234,,Manufacturing,-0.30573,0.34488,0.21994,0.58884,0.43643,0.46572,non-corporate,0.49462,2025
154,Mining,317661770013.00690,,Mining,-0.30257,0.34752,0.22282,0.58983,0.43870,0.46769,non-corporate,0.63483,2025
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.31163,0.34466,0.21902,0.58697,0.43624,0.46509,non-corporate,0.42915,2025
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.39524,0.31937,0.18520,0.56065,0.41448,0.44193,non-corporate,0.67036,2025
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.30216,0.34767,0.22300,0.58996,0.43883,0.46782,non-corporate,0.09464,2025
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.30247,0.34756,0.22286,0.58986,0.43873,0.46773,non-corporate,0.53547,2025
162,Overall,20307631130712.19531,,Overall,-0.09605,0.34847,0.27067,0.47956,0.57396,0.55745,corporate,0.38918,2025
163,Overall,17036588869287.80469,,Overall,-0.29668,0.34904,0.22495,0.59168,0.44001,0.46916,non-corporate,0.21602,2025
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.09298,0.35017,0.27258,0.48291,0.57521,0.55905,corporate,0.21358,2026
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.09070,0.35073,0.27337,0.48399,0.57558,0.55953,corporate,0.36974,2026
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.12406,0.34115,0.26066,0.46820,0.56932,0.55182,corporate,0.59792,2026
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.09345,0.35001,0.27238,0.48269,0.57511,0.55893,corporate,0.37635,2026
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.05605,0.35952,0.28563,0.50038,0.58133,0.56696,corporate,0.26026,2026
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.08842,0.35131,0.27417,0.48506,0.57596,0.56002,corporate,0.28726,2026
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.14480,0.33429,0.25193,0.45839,0.56483,0.54653,corporate,0.47021,2026
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.09318,0.35011,0.27250,0.48281,0.57517,0.55900,corporate,0.33671,2026
8,Construction,167674309864.62842,2300,Construction,-0.06873,0.35620,0.28104,0.49438,0.57916,0.56418,corporate,0.35497,2026
9,Educational services,321852356259.17963,6100,Educational services,-0.10229,0.34739,0.26893,0.47850,0.57340,0.55684,corporate,0.35453,2026
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.09779,0.34878,0.27074,0.48063,0.57430,0.55793,corporate,0.55063,2026
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.09845,0.34832,0.27024,0.48032,0.57400,0.55764,corporate,0.30910,2026
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.11431,0.34396,0.26437,0.47282,0.57115,0.55407,corporate,0.49445,2026
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.09362,0.35000,0.27235,0.48261,0.57510,0.55891,corporate,0.25994,2026
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.09645,0.34911,0.27119,0.48126,0.57452,0.55821,corporate,0.49098,2026
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09670,0.34907,0.27113,0.48115,0.57450,0.55817,corporate,0.38451,2026
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09560,0.34941,0.27157,0.48167,0.57471,0.55844,corporate,0.40061,2026
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09459,0.34960,0.27187,0.48215,0.57484,0.55862,corporate,0.38508,2026
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.18798,0.32170,0.23541,0.43796,0.55660,0.53652,corporate,0.59557,2026
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.19985,0.31618,0.22895,0.43234,0.55299,0.53260,corporate,0.61753,2026
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.11049,0.34478,0.26557,0.47462,0.57169,0.55480,corporate,0.47788,2026
21,Information and data processing services,118194411065.82817,5140,Information,-0.18267,0.32445,0.23856,0.44047,0.55840,0.53843,corporate,0.69818,2026
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.11571,0.34362,0.26389,0.47215,0.57093,0.55378,corporate,0.37802,2026
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.07350,0.35441,0.27883,0.49212,0.57799,0.56284,corporate,0.41208,2026
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07966,0.35309,0.27687,0.48921,0.57712,0.56165,corporate,0.43664,2026
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.04567,0.36156,0.28878,0.50529,0.58266,0.56887,corporate,0.29616,2026
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07467,0.35427,0.27856,0.49157,0.57789,0.56268,corporate,0.36274,2026
27,Paper products,129541595783.22841,3220,Manufacturing,-0.09214,0.34933,0.27193,0.48330,0.57467,0.55866,corporate,0.49110,2026
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10288,0.34642,0.26798,0.47822,0.57276,0.55626,corporate,0.53368,2026
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.07922,0.35324,0.27706,0.48942,0.57722,0.56177,corporate,0.28997,2026
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.14160,0.33285,0.25099,0.45990,0.56389,0.54596,corporate,0.53708,2026
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.08553,0.35066,0.27396,0.48643,0.57554,0.55989,corporate,0.47331,2026
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08664,0.35117,0.27427,0.48590,0.57586,0.56007,corporate,0.36581,2026
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.07111,0.35539,0.28001,0.49325,0.57862,0.56355,corporate,0.43497,2026
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.07672,0.35354,0.27764,0.49060,0.57741,0.56212,corporate,0.46657,2026
35,Machinery,272319888399.54382,3330,Manufacturing,-0.09257,0.34807,0.27075,0.48310,0.57384,0.55794,corporate,0.46578,2026
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.18718,0.32274,0.23649,0.43834,0.55728,0.53717,corporate,0.59129,2026
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.08683,0.34945,0.27271,0.48581,0.57474,0.55913,corporate,0.39817,2026
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.11569,0.34225,0.26268,0.47216,0.57004,0.55305,corporate,0.50808,2026
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08071,0.35095,0.27484,0.48871,0.57572,0.56042,corporate,0.38653,2026
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07991,0.35242,0.27624,0.48909,0.57669,0.56127,corporate,0.41218,2026
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.10982,0.34272,0.26380,0.47494,0.57034,0.55373,corporate,0.46717,2026
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.09375,0.34995,0.27228,0.48254,0.57507,0.55887,corporate,0.58703,2026
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.08695,0.35165,0.27466,0.48576,0.57618,0.56031,corporate,0.42548,2026
44,Support activities for mining,120225750260.04312,2130,Mining,-0.09137,0.35043,0.27301,0.48367,0.57538,0.55931,corporate,0.60207,2026
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.09861,0.34832,0.27022,0.48024,0.57400,0.55762,corporate,0.34653,2026
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.09856,0.34857,0.27046,0.48027,0.57417,0.55776,corporate,0.49829,2026
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.16319,0.32904,0.24499,0.44969,0.56140,0.54233,corporate,0.62578,2026
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.16320,0.33024,0.24611,0.44969,0.56218,0.54301,corporate,0.61504,2026
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.09320,0.35012,0.27251,0.48280,0.57518,0.55901,corporate,0.06752,2026
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.09254,0.35027,0.27272,0.48311,0.57528,0.55914,corporate,0.66400,2026
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.06228,0.35783,0.28332,0.49743,0.58022,0.56556,corporate,0.26425,2026
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.09285,0.35018,0.27261,0.48297,0.57522,0.55907,corporate,0.56302,2026
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.09359,0.35001,0.27236,0.48262,0.57511,0.55892,corporate,0.33984,2026
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.09278,0.35021,0.27264,0.48300,0.57524,0.55909,corporate,0.53974,2026
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.09376,0.34993,0.27227,0.48254,0.57506,0.55886,corporate,0.62503,2026
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09354,0.35003,0.27238,0.48264,0.57512,0.55893,corporate,0.49094,2026
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.09374,0.34998,0.27231,0.48255,0.57509,0.55889,corporate,0.46654,2026
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.09352,0.34995,0.27232,0.48265,0.57507,0.55889,corporate,0.44501,2026
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.09264,0.35020,0.27265,0.48307,0.57523,0.55909,corporate,0.35967,2026
60,Utilities,2043224620805.23413,2200,Utilities,-0.09274,0.35022,0.27265,0.48302,0.57524,0.55910,corporate,0.40961,2026
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.03275,0.36522,0.29373,0.51140,0.58505,0.57187,corporate,0.27086,2026
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.30480,0.34857,0.22354,0.59224,0.43963,0.46884,non-corporate,0.32197,2026
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.30098,0.34964,0.22501,0.59344,0.44056,0.46984,non-corporate,0.48240,2026
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.34675,0.33598,0.20664,0.57913,0.42880,0.45728,non-corporate,0.64769,2026
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.30428,0.34869,0.22371,0.59241,0.43974,0.46896,non-corporate,0.46107,2026
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.24973,0.36434,0.24507,0.60945,0.45320,0.48357,non-corporate,0.26462,2026
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.30204,0.34936,0.22461,0.59311,0.44031,0.46957,non-corporate,0.14855,2026
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.37796,0.32602,0.19352,0.56938,0.42023,0.44830,non-corporate,0.54947,2026
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.30335,0.34898,0.22409,0.59270,0.43998,0.46922,non-corporate,0.40189,2026
70,Construction,416883328410.43872,2300,Construction,-0.28808,0.35327,0.22998,0.59747,0.44367,0.47325,non-corporate,0.30774,2026
71,Educational services,223504007264.40912,6100,Educational services,-0.31713,0.34479,0.21849,0.58839,0.43638,0.46539,non-corporate,0.43044,2026
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.29825,0.35029,0.22595,0.59429,0.44112,0.47049,non-corporate,0.56565,2026
